user_id,final_page,date,device,sex
164203,search_page,2015-04-26,Desktop,Female
680460,search_page,2015-03-04,Desktop,Female
128640,search_page,2015-04-19,Mobile,Female
104986,search_page,2015-04-19,Desktop,Female
267187,search_page,2015-01-19,Desktop,Female
502752,payment_page,2015-01-07,Mobile,Female
596500,search_page,2015-03-09,Desktop,Male
457855,home_page,2015-04-16,Desktop,Male
78277,home_page,2015-04-16,Mobile,Male
639988,home_page,2015-04-03,Desktop,Female
681766,home_page,2015-02-23,Desktop,Male
247167,search_page,2015-03-01,Desktop,Female
161913,home_page,2015-03-01,Mobile,Female
72352,payment_page,2015-01-21,Desktop,Male
219527,home_page,2015-04-03,Desktop,Male
463876,home_page,2015-03-25,Desktop,Female
347211,search_page,2015-04-25,Desktop,Female
311274,search_page,2015-02-23,Desktop,Female
465017,home_page,2015-03-29,Mobile,Male
122663,home_page,2015-03-08,Desktop,Male
853832,search_page,2015-04-20,Desktop,Female
886360,home_page,2015-03-20,Desktop,Female
852332,search_page,2015-02-20,Desktop,Male
301238,home_page,2015-04-09,Mobile,Male
462857,home_page,2015-04-10,Mobile,Female
888510,home_page,2015-03-22,Desktop,Female
275848,home_page,2015-03-25,Mobile,Female
798827,search_page,2015-01-23,Desktop,Female
303721,search_page,2015-01-27,Mobile,Male
958844,search_page,2015-01-28,Mobile,Female
883755,home_page,2015-01-13,Desktop,Female
631256,search_page,2015-02-03,Mobile,Female
806263,search_page,2015-03-18,Desktop,Male
509654,home_page,2015-03-20,Desktop,Male
368263,search_page,2015-04-28,Desktop,Female
740349,search_page,2015-02-26,Desktop,Male
551302,home_page,2015-02-14,Desktop,Female
191560,search_page,2015-02-01,Desktop,Male
728936,home_page,2015-04-02,Desktop,Male
478519,home_page,2015-04-13,Mobile,Male
491155,search_page,2015-04-09,Mobile,Female
351006,home_page,2015-04-01,Desktop,Male
626541,home_page,2015-02-26,Desktop,Female
693322,home_page,2015-03-20,Mobile,Male
612860,search_page,2015-02-21,Desktop,Male
947268,home_page,2015-04-24,Desktop,Female
895816,home_page,2015-04-26,Desktop,Male
735023,home_page,2015-04-10,Desktop,Male
891942,home_page,2015-03-10,Mobile,Male
415275,search_page,2015-04-01,Mobile,Male
18637,home_page,2015-04-01,Desktop,Female
686257,home_page,2015-01-03,Desktop,Female
446014,search_page,2015-02-26,Desktop,Male
496165,search_page,2015-03-09,Mobile,Male
348698,home_page,2015-02-03,Desktop,Female
408380,home_page,2015-04-08,Desktop,Female
186441,search_page,2015-01-10,Mobile,Male
890424,search_page,2015-02-07,Mobile,Male
782662,search_page,2015-02-12,Desktop,Male
644622,search_page,2015-04-04,Desktop,Male
2454,home_page,2015-04-26,Mobile,Male
377197,home_page,2015-04-12,Desktop,Female
84336,home_page,2015-03-04,Mobile,Female
879498,search_page,2015-01-18,Desktop,Male
328266,search_page,2015-03-21,Desktop,Male
464337,payment_confirmation_page,2015-04-17,Desktop,Male
590364,search_page,2015-02-19,Mobile,Female
722145,search_page,2015-01-03,Desktop,Female
662369,search_page,2015-04-23,Desktop,Male
459686,home_page,2015-01-09,Mobile,Male
322186,home_page,2015-02-03,Desktop,Female
56662,home_page,2015-04-16,Mobile,Male
703008,search_page,2015-04-27,Desktop,Female
84131,home_page,2015-03-22,Desktop,Female
636620,search_page,2015-02-18,Desktop,Female
646760,search_page,2015-03-07,Desktop,Female
946295,home_page,2015-04-01,Mobile,Female
711767,search_page,2015-02-04,Desktop,Female
369111,payment_page,2015-02-28,Mobile,Female
495796,search_page,2015-04-12,Desktop,Female
28999,home_page,2015-04-25,Desktop,Female
849590,home_page,2015-02-13,Mobile,Male
542668,home_page,2015-04-25,Desktop,Male
16769,home_page,2015-03-01,Desktop,Female
878077,search_page,2015-02-01,Desktop,Male
728180,search_page,2015-01-14,Mobile,Male
751550,search_page,2015-03-23,Mobile,Female
31406,search_page,2015-03-02,Desktop,Male
833756,home_page,2015-04-27,Desktop,Male
981767,search_page,2015-01-22,Desktop,Male
754083,home_page,2015-03-27,Desktop,Female
150751,payment_page,2015-01-16,Desktop,Male
756164,home_page,2015-03-26,Mobile,Female
193073,home_page,2015-01-08,Desktop,Male
794891,search_page,2015-02-01,Mobile,Female
741251,search_page,2015-02-24,Desktop,Female
200096,search_page,2015-01-21,Desktop,Male
569434,home_page,2015-04-08,Desktop,Male
552750,search_page,2015-02-08,Desktop,Male
905603,search_page,2015-03-18,Desktop,Male
96885,payment_page,2015-02-19,Desktop,Female
817174,search_page,2015-03-18,Mobile,Female
202355,search_page,2015-03-19,Desktop,Female
777829,search_page,2015-02-12,Mobile,Male
402057,search_page,2015-02-28,Mobile,Female
844107,home_page,2015-04-13,Desktop,Male
258017,home_page,2015-03-12,Mobile,Male
846335,home_page,2015-02-05,Mobile,Female
881964,search_page,2015-02-19,Desktop,Female
665984,search_page,2015-02-08,Mobile,Female
711130,home_page,2015-03-28,Mobile,Female
442678,home_page,2015-04-04,Mobile,Male
647310,home_page,2015-03-12,Desktop,Male
156563,search_page,2015-01-15,Desktop,Female
400599,search_page,2015-04-08,Desktop,Female
557964,home_page,2015-02-12,Desktop,Male
153012,home_page,2015-03-07,Desktop,Female
718457,home_page,2015-03-14,Desktop,Female
698892,search_page,2015-01-08,Desktop,Female
56731,home_page,2015-03-02,Desktop,Female
677429,search_page,2015-04-14,Desktop,Female
298667,home_page,2015-04-07,Mobile,Male
617086,home_page,2015-03-16,Mobile,Female
335048,home_page,2015-03-17,Mobile,Female
347253,home_page,2015-02-02,Desktop,Male
117181,home_page,2015-01-30,Desktop,Female
877676,search_page,2015-01-17,Mobile,Female
457566,payment_page,2015-02-14,Desktop,Male
581289,home_page,2015-04-09,Desktop,Female
843205,home_page,2015-04-24,Desktop,Female
97499,search_page,2015-02-11,Desktop,Female
857445,home_page,2015-02-03,Desktop,Male
953238,home_page,2015-01-18,Desktop,Female
428806,payment_page,2015-01-15,Desktop,Female
598744,home_page,2015-02-19,Desktop,Female
553621,home_page,2015-02-01,Mobile,Male
434672,search_page,2015-01-15,Mobile,Female
240819,search_page,2015-03-07,Mobile,Female
433212,search_page,2015-04-28,Desktop,Male
801824,home_page,2015-03-29,Desktop,Male
595317,search_page,2015-02-17,Mobile,Female
57494,home_page,2015-03-21,Desktop,Male
58616,home_page,2015-03-11,Mobile,Male
900341,home_page,2015-04-24,Mobile,Female
523791,home_page,2015-03-31,Mobile,Female
861057,search_page,2015-04-09,Desktop,Male
46727,search_page,2015-04-22,Desktop,Female
620211,search_page,2015-02-06,Desktop,Female
253935,search_page,2015-02-04,Mobile,Male
217554,home_page,2015-01-19,Desktop,Male
311743,search_page,2015-04-17,Desktop,Male
925831,home_page,2015-04-05,Mobile,Male
419504,search_page,2015-02-13,Desktop,Male
362346,search_page,2015-02-05,Mobile,Female
461381,search_page,2015-01-17,Desktop,Female
69246,home_page,2015-03-11,Desktop,Female
518309,search_page,2015-03-01,Desktop,Male
292958,search_page,2015-01-06,Mobile,Female
453521,home_page,2015-02-01,Desktop,Female
579935,search_page,2015-04-11,Desktop,Female
502342,search_page,2015-03-22,Mobile,Female
61816,home_page,2015-02-10,Desktop,Female
835694,home_page,2015-04-17,Desktop,Female
161990,home_page,2015-04-29,Mobile,Male
415137,search_page,2015-04-20,Desktop,Male
882519,search_page,2015-04-15,Desktop,Female
69081,home_page,2015-02-25,Desktop,Male
703386,search_page,2015-02-06,Desktop,Female
616809,search_page,2015-01-27,Desktop,Female
366861,home_page,2015-04-15,Desktop,Female
874927,home_page,2015-02-05,Desktop,Female
949524,home_page,2015-03-09,Mobile,Female
679734,search_page,2015-01-21,Desktop,Female
429029,home_page,2015-04-07,Desktop,Female
5547,home_page,2015-02-03,Desktop,Female
677475,home_page,2015-01-01,Desktop,Female
995314,search_page,2015-01-06,Mobile,Female
896094,home_page,2015-01-06,Desktop,Female
974288,search_page,2015-02-19,Desktop,Female
263336,payment_page,2015-02-26,Desktop,Male
644353,search_page,2015-04-25,Desktop,Female
288724,home_page,2015-02-18,Desktop,Male
351433,home_page,2015-04-06,Desktop,Male
511310,search_page,2015-03-09,Mobile,Male
544460,home_page,2015-02-13,Desktop,Female
972977,search_page,2015-01-06,Desktop,Female
628715,home_page,2015-01-22,Desktop,Male
44576,home_page,2015-03-10,Desktop,Female
833892,home_page,2015-01-14,Desktop,Male
716504,home_page,2015-04-15,Mobile,Female
16031,payment_page,2015-02-22,Mobile,Male
625295,home_page,2015-03-02,Desktop,Female
52842,search_page,2015-03-13,Desktop,Male
707100,search_page,2015-04-20,Desktop,Male
413997,search_page,2015-04-30,Desktop,Female
365896,home_page,2015-04-15,Mobile,Female
567856,home_page,2015-02-16,Desktop,Female
471060,search_page,2015-01-04,Desktop,Male
883441,home_page,2015-04-23,Desktop,Female
997767,home_page,2015-03-31,Mobile,Female
814111,search_page,2015-03-07,Desktop,Female
973832,search_page,2015-01-11,Mobile,Female
639805,search_page,2015-04-28,Desktop,Female
5695,home_page,2015-04-22,Desktop,Female
948843,search_page,2015-02-26,Desktop,Female
176254,search_page,2015-01-16,Mobile,Male
322899,search_page,2015-04-02,Desktop,Female
983550,home_page,2015-02-28,Desktop,Female
687507,home_page,2015-03-16,Desktop,Female
1092,search_page,2015-01-03,Desktop,Male
103346,home_page,2015-02-07,Desktop,Male
526849,home_page,2015-03-25,Desktop,Female
748168,search_page,2015-03-16,Desktop,Male
582207,search_page,2015-02-15,Mobile,Male
491536,search_page,2015-01-14,Mobile,Female
667742,search_page,2015-01-05,Desktop,Male
83108,search_page,2015-04-29,Desktop,Male
236666,home_page,2015-02-01,Desktop,Male
943499,payment_page,2015-01-18,Desktop,Female
937135,search_page,2015-02-11,Mobile,Male
526236,search_page,2015-04-14,Desktop,Female
3264,home_page,2015-04-01,Desktop,Female
287372,home_page,2015-03-12,Desktop,Male
561276,search_page,2015-02-13,Mobile,Female
151008,payment_page,2015-03-13,Mobile,Male
475511,search_page,2015-04-30,Desktop,Female
839805,home_page,2015-02-27,Mobile,Female
636673,search_page,2015-04-16,Desktop,Female
928950,home_page,2015-03-10,Mobile,Female
871181,search_page,2015-02-06,Desktop,Male
37832,home_page,2015-03-07,Desktop,Female
895694,home_page,2015-04-18,Mobile,Male
395712,payment_page,2015-03-23,Mobile,Female
565303,home_page,2015-04-10,Mobile,Male
122194,home_page,2015-03-22,Desktop,Female
763839,search_page,2015-01-02,Desktop,Female
50491,home_page,2015-01-10,Desktop,Male
411538,search_page,2015-04-30,Desktop,Male
827328,payment_confirmation_page,2015-03-27,Desktop,Male
171233,home_page,2015-02-23,Desktop,Male
170288,search_page,2015-02-20,Desktop,Male
122113,home_page,2015-02-04,Mobile,Female
772421,home_page,2015-03-24,Mobile,Male
860359,home_page,2015-03-29,Mobile,Female
68388,home_page,2015-03-23,Desktop,Male
861081,search_page,2015-01-16,Mobile,Male
415022,home_page,2015-03-10,Mobile,Female
832361,search_page,2015-01-27,Desktop,Female
547030,search_page,2015-03-03,Desktop,Female
43711,home_page,2015-01-02,Mobile,Female
724630,home_page,2015-04-29,Desktop,Female
30402,home_page,2015-04-06,Desktop,Female
455070,home_page,2015-01-29,Desktop,Female
203181,home_page,2015-02-25,Desktop,Male
211587,home_page,2015-01-07,Desktop,Male
908997,search_page,2015-01-03,Mobile,Female
283224,search_page,2015-04-19,Desktop,Female
527578,home_page,2015-02-25,Desktop,Male
958249,search_page,2015-01-27,Desktop,Male
794955,search_page,2015-03-21,Desktop,Female
553050,search_page,2015-04-15,Desktop,Female
899344,home_page,2015-02-28,Desktop,Male
398594,home_page,2015-04-19,Desktop,Male
328905,home_page,2015-02-28,Desktop,Female
867350,home_page,2015-04-06,Desktop,Female
207961,search_page,2015-03-16,Desktop,Male
586721,search_page,2015-01-21,Desktop,Female
39198,search_page,2015-03-08,Desktop,Female
551017,home_page,2015-02-03,Desktop,Male
835533,home_page,2015-01-21,Desktop,Female
236225,search_page,2015-02-09,Desktop,Female
664462,search_page,2015-01-06,Mobile,Female
797218,home_page,2015-04-24,Desktop,Male
732966,home_page,2015-02-05,Desktop,Female
192219,home_page,2015-03-17,Mobile,Male
975533,home_page,2015-04-07,Mobile,Female
273540,search_page,2015-03-20,Desktop,Female
337769,search_page,2015-03-01,Desktop,Male
126069,home_page,2015-01-18,Desktop,Male
584402,payment_page,2015-04-22,Desktop,Male
903901,search_page,2015-04-28,Desktop,Female
192925,home_page,2015-02-23,Desktop,Female
583792,search_page,2015-02-06,Desktop,Male
708236,payment_page,2015-02-08,Desktop,Male
140648,search_page,2015-01-02,Desktop,Female
924014,search_page,2015-02-14,Mobile,Female
183506,search_page,2015-02-07,Mobile,Female
306950,search_page,2015-02-23,Mobile,Male
398854,search_page,2015-02-26,Mobile,Male
491435,home_page,2015-02-09,Desktop,Female
355609,home_page,2015-02-04,Mobile,Female
657055,home_page,2015-02-15,Desktop,Female
552093,search_page,2015-03-18,Desktop,Male
127479,home_page,2015-03-15,Mobile,Female
821181,home_page,2015-03-07,Desktop,Male
784776,search_page,2015-02-10,Mobile,Male
930640,home_page,2015-01-25,Desktop,Male
797450,search_page,2015-04-20,Desktop,Male
890784,home_page,2015-02-23,Mobile,Male
9485,home_page,2015-04-26,Desktop,Female
297667,search_page,2015-04-23,Desktop,Male
974527,payment_page,2015-02-05,Desktop,Male
172904,home_page,2015-01-25,Desktop,Male
338151,home_page,2015-02-23,Desktop,Female
434942,search_page,2015-04-29,Mobile,Female
935529,home_page,2015-02-14,Desktop,Female
364985,home_page,2015-04-08,Desktop,Male
991978,search_page,2015-02-06,Mobile,Male
942882,search_page,2015-01-07,Mobile,Male
817056,home_page,2015-04-09,Mobile,Female
433854,payment_page,2015-02-12,Desktop,Female
205266,search_page,2015-01-09,Desktop,Female
370729,payment_page,2015-02-22,Desktop,Male
180033,home_page,2015-03-23,Mobile,Male
410670,search_page,2015-02-25,Mobile,Male
722931,search_page,2015-01-20,Mobile,Male
20181,search_page,2015-03-22,Desktop,Female
524170,search_page,2015-01-12,Mobile,Female
498245,home_page,2015-01-30,Desktop,Female
471194,search_page,2015-02-14,Desktop,Female
615826,home_page,2015-01-15,Mobile,Female
313417,home_page,2015-01-28,Mobile,Female
417313,home_page,2015-04-20,Mobile,Female
507666,search_page,2015-04-13,Desktop,Female
994457,search_page,2015-04-11,Desktop,Female
765976,home_page,2015-04-02,Desktop,Male
534693,search_page,2015-03-18,Desktop,Male
310101,search_page,2015-01-20,Mobile,Female
350265,search_page,2015-03-24,Desktop,Female
887936,home_page,2015-01-10,Mobile,Female
432418,payment_page,2015-01-22,Desktop,Male
665419,search_page,2015-03-18,Desktop,Male
967560,payment_page,2015-01-16,Desktop,Male
482145,search_page,2015-03-15,Desktop,Female
318394,search_page,2015-01-05,Mobile,Female
835597,home_page,2015-01-15,Mobile,Female
430887,home_page,2015-04-02,Desktop,Female
512283,home_page,2015-04-14,Mobile,Male
383671,home_page,2015-01-01,Mobile,Female
219467,home_page,2015-03-04,Desktop,Female
428778,home_page,2015-02-23,Desktop,Male
342234,search_page,2015-01-02,Mobile,Female
303114,home_page,2015-03-09,Desktop,Male
145107,search_page,2015-01-03,Desktop,Female
497928,search_page,2015-04-26,Desktop,Male
813291,search_page,2015-02-02,Desktop,Male
786894,search_page,2015-04-15,Desktop,Male
350583,search_page,2015-03-16,Desktop,Male
915411,search_page,2015-01-14,Desktop,Female
103050,search_page,2015-04-09,Desktop,Male
1321,home_page,2015-04-18,Desktop,Male
712407,search_page,2015-03-27,Mobile,Male
399536,home_page,2015-04-08,Mobile,Female
682976,home_page,2015-03-16,Mobile,Female
267804,search_page,2015-01-19,Desktop,Female
266507,home_page,2015-02-04,Desktop,Male
896634,home_page,2015-03-02,Desktop,Male
395579,home_page,2015-02-11,Desktop,Female
361431,home_page,2015-04-20,Mobile,Female
261004,search_page,2015-03-25,Desktop,Male
532935,home_page,2015-04-18,Mobile,Male
801656,home_page,2015-01-22,Desktop,Female
366100,search_page,2015-04-10,Desktop,Female
440095,home_page,2015-03-11,Desktop,Male
411943,search_page,2015-02-10,Mobile,Female
272708,home_page,2015-03-04,Mobile,Female
216276,payment_page,2015-01-05,Desktop,Female
638923,search_page,2015-01-21,Desktop,Female
428298,home_page,2015-01-03,Desktop,Female
373311,home_page,2015-04-13,Desktop,Female
647198,home_page,2015-03-09,Mobile,Male
339907,home_page,2015-04-23,Mobile,Female
658878,search_page,2015-04-10,Desktop,Male
407786,home_page,2015-01-21,Desktop,Female
483476,home_page,2015-03-19,Desktop,Male
277306,search_page,2015-02-07,Mobile,Male
641423,search_page,2015-03-12,Desktop,Female
525462,home_page,2015-04-14,Desktop,Male
877705,home_page,2015-03-22,Mobile,Male
352007,search_page,2015-04-15,Desktop,Male
706849,search_page,2015-04-12,Mobile,Male
929084,home_page,2015-03-17,Mobile,Female
866145,search_page,2015-04-30,Desktop,Female
483868,home_page,2015-01-12,Desktop,Female
743516,home_page,2015-04-18,Desktop,Male
92140,home_page,2015-02-16,Mobile,Female
415429,home_page,2015-03-19,Mobile,Female
997179,home_page,2015-03-29,Desktop,Female
903988,home_page,2015-03-17,Mobile,Male
106229,home_page,2015-04-03,Desktop,Male
280547,home_page,2015-01-16,Desktop,Male
524451,search_page,2015-01-27,Desktop,Female
988271,search_page,2015-02-15,Desktop,Male
973451,home_page,2015-03-10,Desktop,Male
1670,home_page,2015-03-29,Desktop,Male
860108,search_page,2015-04-15,Desktop,Female
46700,home_page,2015-04-12,Mobile,Male
506726,home_page,2015-01-22,Desktop,Female
497644,home_page,2015-03-24,Desktop,Female
515329,home_page,2015-04-14,Desktop,Female
291058,search_page,2015-03-27,Desktop,Female
348883,home_page,2015-03-28,Desktop,Male
402206,search_page,2015-02-05,Mobile,Female
342517,search_page,2015-01-22,Desktop,Female
615830,search_page,2015-02-04,Mobile,Male
13415,home_page,2015-04-16,Desktop,Male
618743,search_page,2015-02-22,Mobile,Female
514861,home_page,2015-03-14,Mobile,Female
524550,home_page,2015-01-25,Desktop,Female
831198,search_page,2015-01-12,Desktop,Male
801176,home_page,2015-01-13,Desktop,Female
612963,payment_page,2015-04-08,Mobile,Male
210950,search_page,2015-01-15,Desktop,Male
194763,home_page,2015-03-05,Mobile,Male
74392,home_page,2015-04-21,Mobile,Female
819241,home_page,2015-04-28,Mobile,Female
142690,home_page,2015-03-11,Mobile,Male
475130,home_page,2015-01-12,Desktop,Male
691767,home_page,2015-01-30,Desktop,Female
835434,home_page,2015-03-13,Mobile,Male
192319,home_page,2015-01-30,Desktop,Male
656644,home_page,2015-01-02,Desktop,Male
191867,home_page,2015-02-02,Desktop,Female
282071,search_page,2015-03-07,Desktop,Male
213632,home_page,2015-01-14,Desktop,Male
404463,search_page,2015-04-20,Desktop,Female
607708,home_page,2015-04-15,Desktop,Female
